code,type,printed_title,stable_target_identity,source_location,status,notes
,artist_spotlight,Dolly Parton,"{""artist_id"": 208, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""32vWCbZh0xZ4o9gkz4PsEU""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-046; no printed A-xxx assignment exists.
,artist_spotlight,Don Williams,"{""artist_id"": 217, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""4Ti0EKl2PVEms2NRMVGqNe""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-047; no printed A-xxx assignment exists.
,artist_spotlight,Elvis Presley,"{""artist_id"": 514, ""retained_genre_slugs"": [""country"", ""pop"", ""rock""], ""spotify_artist_id"": ""43ZHCT0cAZBISjO8DG9PnE""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-048; no printed A-xxx assignment exists.
,artist_spotlight,Eric Church,"{""artist_id"": 391, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""2IvkS5MXK0vPGnwyJsrEyV""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-049; no printed A-xxx assignment exists.
,artist_spotlight,Florida Georgia Line,"{""artist_id"": 383, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""3b8QkneNDz4JHKKKlLgYZg""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-050; no printed A-xxx assignment exists.
,artist_spotlight,George Jones,"{""artist_id"": 143, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""2OpqcUtj10HHvGG6h9VYC5""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-051; no printed A-xxx assignment exists.
,artist_spotlight,George Strait,"{""artist_id"": 2, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""5vngPClqofybhPERIqQMYd""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-052; no printed A-xxx assignment exists.
,artist_spotlight,Glen Campbell,"{""artist_id"": 152, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""59hLmB5DrdihCYtNeFeW1U""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-053; no printed A-xxx assignment exists.
,artist_spotlight,Hank Williams,"{""artist_id"": 218, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""1FClsNYBUoNFtGgzeG74dW""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-054; no printed A-xxx assignment exists.
,artist_spotlight,Hank Williams Jr,"{""artist_id"": 264, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""2dyeCWctcFRt3Pha76ONgb""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-055; no printed A-xxx assignment exists.
,artist_spotlight,Jason Aldean,"{""artist_id"": 387, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""3FfvYsEGaIb52QPXhg4DcH""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-056; no printed A-xxx assignment exists.
,artist_spotlight,Jim Reeves,"{""artist_id"": 144, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""2Ev0e8GUIX4u7d9etNLTXg""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-057; no printed A-xxx assignment exists.
,artist_spotlight,John Denver,"{""artist_id"": 197, ""retained_genre_slugs"": [""country"", ""folk_acoustic""], ""spotify_artist_id"": ""7EK1bQADBoqbYXnT4Cqv9w""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-058; no printed A-xxx assignment exists.
,artist_spotlight,John Michael Montgomery,"{""artist_id"": 317, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""7mPcfx7PhnBh6n4HMCd61A""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-059; no printed A-xxx assignment exists.
,artist_spotlight,Johnny Cash,"{""artist_id"": 141, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""6kACVPfCOnqzgfEF5ryl0x""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-060; no printed A-xxx assignment exists.
,artist_spotlight,Keith Urban,"{""artist_id"": 22, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""0u2FHSq3ln94y5Q57xazwf""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-061; no printed A-xxx assignment exists.
,artist_spotlight,Kenny Chesney,"{""artist_id"": 17, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""3grHWM9bx2E9vwJCdlRv9O""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-062; no printed A-xxx assignment exists.
,artist_spotlight,Kenny Rogers,"{""artist_id"": 196, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""4tw2Lmn9tTPUv7Gy7mVPI4""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-063; no printed A-xxx assignment exists.
,artist_spotlight,Lefty Frizzell,"{""artist_id"": 216, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""05pAwLhsutiuj6gerEwGvU""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-064; no printed A-xxx assignment exists.
,artist_spotlight,Luke Bryan,"{""artist_id"": 398, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""0BvkDsjIUla7X0k6CSWh1I""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-065; no printed A-xxx assignment exists.
,artist_spotlight,Luke Combs,"{""artist_id"": 442, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""718COspgdWOnwOFpJHRZHS""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-066; no printed A-xxx assignment exists.
,artist_spotlight,Marty Robbins,"{""artist_id"": 142, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""0Xi59sEw38vRvwleSAVqoo""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-067; no printed A-xxx assignment exists.
,artist_spotlight,Mary Chapin Carpenter,"{""artist_id"": 329, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""0qAmeOULjwn04k6jMMeDyr""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-068; no printed A-xxx assignment exists.
,artist_spotlight,Merle Haggard,"{""artist_id"": 155, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""2ptmyXoL7poH6Zq62h1QT9""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-069; no printed A-xxx assignment exists.
,artist_spotlight,Miranda Lambert,"{""artist_id"": 392, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""66lH4jAE7pqPlOlzUKbwA0""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-070; no printed A-xxx assignment exists.
,artist_spotlight,Patsy Cline,"{""artist_id"": 139, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""7dNsHhGeGU5MV01r06O8gK""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-071; no printed A-xxx assignment exists.
,artist_spotlight,Randy Travis,"{""artist_id"": 1, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""1pTuR132U5b4Rizal2Pr7m""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-072; no printed A-xxx assignment exists.
,artist_spotlight,Rascal Flatts,"{""artist_id"": 21, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""0a1gHP0HAqALbEyxaD5Ngn""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-073; no printed A-xxx assignment exists.
,artist_spotlight,Sam Hunt,"{""artist_id"": 385, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""2kucQ9jQwuD8jWdtR9Ef38""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-074; no printed A-xxx assignment exists.
,artist_spotlight,The Everly Brothers,"{""artist_id"": 523, ""retained_genre_slugs"": [""country"", ""pop"", ""rock""], ""spotify_artist_id"": ""4ACplpEqD6JIVgKrafauzs""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-075; no printed A-xxx assignment exists.
,artist_spotlight,Toby Keith,"{""artist_id"": 12, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""2bA6fzP0lMAQ4kz6CF61w8""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-076; no printed A-xxx assignment exists.
,artist_spotlight,Waylon Jennings,"{""artist_id"": 198, ""retained_genre_slugs"": [""country""], ""spotify_artist_id"": ""7wCjDgV6nqBsHguQXPAaIM""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-077; no printed A-xxx assignment exists.
,artist_spotlight,America,"{""artist_id"": 1198, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""35U9lQaRWSQISxQAB94Meo""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-078; no printed A-xxx assignment exists.
,artist_spotlight,Bob Dylan,"{""artist_id"": 158, ""retained_genre_slugs"": [""folk_acoustic"", ""rock""], ""spotify_artist_id"": ""74ASZWbe4lXaubB36ztrGX""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-079; no printed A-xxx assignment exists.
,artist_spotlight,Caamp,"{""artist_id"": 1208, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""0wyMPXGfOuQzNR54ujR9Ix""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-080; no printed A-xxx assignment exists.
,artist_spotlight,Charley Crockett,"{""artist_id"": 1209, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""3BJX1nYizKvWpZTY5HOAr4""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-081; no printed A-xxx assignment exists.
,artist_spotlight,Elliott Smith,"{""artist_id"": 1203, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""2ApaG60P4r0yhBoDCGD8YG""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-082; no printed A-xxx assignment exists.
,artist_spotlight,Gregory Alan Isakov,"{""artist_id"": 1206, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""5sXaGoRLSpd7VeyZrLkKwt""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-083; no printed A-xxx assignment exists.
,artist_spotlight,James Taylor,"{""artist_id"": 509, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""0vn7UBvSQECKJm2817Yf1P""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-084; no printed A-xxx assignment exists.
,artist_spotlight,Jason Mraz,"{""artist_id"": 1207, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""4phGZZrJZRo4ElhRtViYdl""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-085; no printed A-xxx assignment exists.
,artist_spotlight,John Mayer,"{""artist_id"": 1204, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""0hEurMDQu99nJRq8pTxO14""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-086; no printed A-xxx assignment exists.
,artist_spotlight,Josiah Queen,"{""artist_id"": 1210, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""7yAymwuYh9RcpX84GSNIq2""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-087; no printed A-xxx assignment exists.
,artist_spotlight,Luigi Tenco,"{""artist_id"": 1182, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""4F9VFl80sWpvTfXwLJZbhK""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-088; no printed A-xxx assignment exists.
,artist_spotlight,Neil Young,"{""artist_id"": 1205, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""6v8FB84lnmJs434UJf2Mrm""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-089; no printed A-xxx assignment exists.
,artist_spotlight,Odetta,"{""artist_id"": 1183, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""2wkz8hACugzAvF0voupg3H""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-090; no printed A-xxx assignment exists.
,artist_spotlight,Paul Clayton,"{""artist_id"": 1189, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""0OP3vGdafC4R9cXSoyRm9B""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-091; no printed A-xxx assignment exists.
,artist_spotlight,Paul Simon,"{""artist_id"": 1193, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""2CvCyf1gEVhI0mX6aFXmVI""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-092; no printed A-xxx assignment exists.
,artist_spotlight,Peggy Seeger,"{""artist_id"": 1184, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""0gXQn7UrpopDb2TIkmIjoU""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-093; no printed A-xxx assignment exists.
,artist_spotlight,Pete Seeger,"{""artist_id"": 1180, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""1P9syEkl41IFowWIJN7ZBY""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-094; no printed A-xxx assignment exists.
,artist_spotlight,Simon and Garfunkel,"{""artist_id"": 164, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""70cRZdQywnSFp9pnc2WTCE""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-095; no printed A-xxx assignment exists.
,artist_spotlight,The Lumineers,"{""artist_id"": 1146, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""16oZKvXb6WkQlVAjwo2Wbg""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-096; no printed A-xxx assignment exists.
,artist_spotlight,Vance Joy,"{""artist_id"": 1150, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""10exVja0key0uqUkk6LJRT""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-097; no printed A-xxx assignment exists.
,artist_spotlight,Agustin Lara,"{""artist_id"": 679, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""5A7dTtLAdjoIPsf58TgFCk""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-098; no printed A-xxx assignment exists.
,artist_spotlight,Aventura,"{""artist_id"": 812, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""1qto4hHid1P71emI6Fd8xi""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-099; no printed A-xxx assignment exists.
,artist_spotlight,Bad Bunny,"{""artist_id"": 847, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""4q3ewBCX7sLwd24euuV69X""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-100; no printed A-xxx assignment exists.
,artist_spotlight,Camilo,"{""artist_id"": 879, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""28gNT5KBp7IjEOQoevXf9N""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-101; no printed A-xxx assignment exists.
,artist_spotlight,Carlos Vives,"{""artist_id"": 805, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""4vhNDa5ycK0ST968ek7kRr""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-102; no printed A-xxx assignment exists.
,artist_spotlight,Cazuza,"{""artist_id"": 784, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""1PwOU6fFbmaGkK3wkbb8fU""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-103; no printed A-xxx assignment exists.
,artist_spotlight,Celia Cruz,"{""artist_id"": 750, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""2weA6hhVqTIN2gSn9PUB9U""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-104; no printed A-xxx assignment exists.
,artist_spotlight,Daddy Yankee,"{""artist_id"": 410, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""4VMYDCV2IEDYJArk749S6m""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-105; no printed A-xxx assignment exists.
,artist_spotlight,Enrique Iglesias,"{""artist_id"": 790, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""7qG3b048QCHVRO5Pv1T5lw""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-106; no printed A-xxx assignment exists.
,artist_spotlight,J Balvin,"{""artist_id"": 826, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""1vyhD5VmyZ7KMfW5gqLgo5""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-107; no printed A-xxx assignment exists.
,artist_spotlight,José José,"{""artist_id"": 735, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""4mN0qcMxWX8oToqfDPM5yV""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-108; no printed A-xxx assignment exists.
,artist_spotlight,João Gilberto,"{""artist_id"": 3134, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""77ZUbcdoU5KCPHNUl8bgQy""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-109; no printed A-xxx assignment exists.
,artist_spotlight,Juan Luis Guerra,"{""artist_id"": 793, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""3nlpTZci9O5W8RsNoNH559""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-110; no printed A-xxx assignment exists.
,artist_spotlight,Juanes,"{""artist_id"": 807, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""0UWZUmn7sybxMCqrw9tGa7""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-111; no printed A-xxx assignment exists.
,artist_spotlight,Julio Iglesias,"{""artist_id"": 730, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""4etuCZVdP8yiNPn4xf0ie5""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-112; no printed A-xxx assignment exists.
,artist_spotlight,Karol G,"{""artist_id"": 856, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""790FomKkXshlbRYZFtlgla""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-113; no printed A-xxx assignment exists.
,artist_spotlight,Luis Miguel,"{""artist_id"": 777, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""2nszmSgqreHSdJA3zWPyrW""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-114; no printed A-xxx assignment exists.
,artist_spotlight,Maluma,"{""artist_id"": 829, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""1r4hJ1h58CWwUQe3MxPuau""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-115; no printed A-xxx assignment exists.
,artist_spotlight,Manu Chao,"{""artist_id"": 757, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""6wH6iStAh4KIaWfuhf0NYM""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-116; no printed A-xxx assignment exists.
,artist_spotlight,Marc Anthony,"{""artist_id"": 795, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""4wLXwxDeWQ8mtUIRPxGiD6""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-117; no printed A-xxx assignment exists.
,artist_spotlight,Nicky Jam,"{""artist_id"": 834, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""1SupJlEpv7RS2tPNRaHViT""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-118; no printed A-xxx assignment exists.
,artist_spotlight,Perez Prado,"{""artist_id"": 670, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""1ZKhPkCXXgtiGgALn4OYtT""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-119; no printed A-xxx assignment exists.
,artist_spotlight,Pitbull,"{""artist_id"": 824, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""0TnOYISbd1XYRBk9myaseg""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-120; no printed A-xxx assignment exists.
,artist_spotlight,Rauw Alejandro,"{""artist_id"": 867, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""1mcTU81TzQhprhouKaTkpq""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-121; no printed A-xxx assignment exists.
,artist_spotlight,Roberto Carlos,"{""artist_id"": 778, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""7fAKtXSdNInWAIf0jVUz65""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-122; no printed A-xxx assignment exists.
,artist_spotlight,Rosalia,"{""artist_id"": 872, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""7ltDVBr6mKbRvohxheJ9h1""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-123; no printed A-xxx assignment exists.
,artist_spotlight,Selena,"{""artist_id"": 799, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""6IE6z7DcZIT4Ml3Fh5Ivch""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-124; no printed A-xxx assignment exists.
,artist_spotlight,Shakira,"{""artist_id"": 55, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""0EmeFodog0BfCgMzAIvKQp""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-125; no printed A-xxx assignment exists.
,artist_spotlight,Thalia,"{""artist_id"": 798, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""23wEWD21D4TPYiJugoXmYb""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-126; no printed A-xxx assignment exists.
,artist_spotlight,Vicente Fernández,"{""artist_id"": 1924, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""4PPoI9LuYeFX8V674Z1R6l""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-127; no printed A-xxx assignment exists.
,artist_spotlight,Adele,"{""artist_id"": 416, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""4dpARuHxo51G3z768sgnrY""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-128; no printed A-xxx assignment exists.
,artist_spotlight,Aretha Franklin,"{""artist_id"": 160, ""retained_genre_slugs"": [""pop"", ""rnb_soul""], ""spotify_artist_id"": ""7nwUJBm0HE4ZxD3f5cy5ok""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-129; no printed A-xxx assignment exists.
,artist_spotlight,Ariana Grande,"{""artist_id"": 474, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""66CXWjxzNUsdJxJ2JdwvnR""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-130; no printed A-xxx assignment exists.
,artist_spotlight,Avril Lavigne,"{""artist_id"": 60, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""0p4nmQO2msCgU4IF37Wi3j""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-131; no printed A-xxx assignment exists.
,artist_spotlight,Backstreet Boys,"{""artist_id"": 1123, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""5rSXSAkZ67PYJSvpUpkOr7""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-132; no printed A-xxx assignment exists.
