code,type,printed_title,stable_target_identity,source_location,status,notes
,artist_spotlight,Barry Manilow,"{""artist_id"": 1111, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""3alW3LYQS8K29z8C8NSLIX""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-133; no printed A-xxx assignment exists.
,artist_spotlight,Bee Gees,"{""artist_id"": 219, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""1LZEQNv7sE11VDY3SdxQeN""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-134; no printed A-xxx assignment exists.
,artist_spotlight,Beyonce,"{""artist_id"": 1010, ""retained_genre_slugs"": [""pop"", ""rnb_soul""], ""spotify_artist_id"": ""3XV0lFzNs8BCTwhJTcMiBr""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-135; no printed A-xxx assignment exists.
,artist_spotlight,Billy Joel,"{""artist_id"": 332, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""6zFYqv1mOsgBRQbae3JJ9e""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-136; no printed A-xxx assignment exists.
,artist_spotlight,Britney Spears,"{""artist_id"": 39, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""26dSoYclwsYLMAKD3tpOr4""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-137; no printed A-xxx assignment exists.
,artist_spotlight,Bruno Mars,"{""artist_id"": 402, ""retained_genre_slugs"": [""pop"", ""rnb_soul""], ""spotify_artist_id"": ""0du5cEVh5yTK9QJze8zA0C""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-138; no printed A-xxx assignment exists.
,artist_spotlight,Bts,"{""artist_id"": 473, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""3Nrfpe0tUJi4K4DXYWgMUX""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-139; no printed A-xxx assignment exists.
,artist_spotlight,Buddy Holly,"{""artist_id"": 1017, ""retained_genre_slugs"": [""pop"", ""rock""], ""spotify_artist_id"": ""3wYyutjgII8LJVVOLrGI0D""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-140; no printed A-xxx assignment exists.
,artist_spotlight,Christina Aguilera,"{""artist_id"": 367, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""1l7ZsJRRS8wlW3WfJfPfNS""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-141; no printed A-xxx assignment exists.
,artist_spotlight,Drake,"{""artist_id"": 425, ""retained_genre_slugs"": [""pop"", ""rnb_soul""], ""spotify_artist_id"": ""3TVXtAsR1Inumwj472S9r4""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-142; no printed A-xxx assignment exists.
,artist_spotlight,Dua Lipa,"{""artist_id"": 461, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""6M2wZ9GZgrQXHCFfjv46we""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-143; no printed A-xxx assignment exists.
,artist_spotlight,Ed Sheeran,"{""artist_id"": 408, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""6eUKZXaKkcviH0Ku9w2n3V""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-144; no printed A-xxx assignment exists.
,artist_spotlight,Elton John,"{""artist_id"": 233, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""3PhoLpVuITZKcymswpck5b""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-145; no printed A-xxx assignment exists.
,artist_spotlight,Fats Domino,"{""artist_id"": 556, ""retained_genre_slugs"": [""pop"", ""rnb_soul"", ""rock""], ""spotify_artist_id"": ""09C0xjtosNAIXP36wTnWxd""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-146; no printed A-xxx assignment exists.
,artist_spotlight,Justin Bieber,"{""artist_id"": 415, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""1uNFoZAHBGtllmzznpCI3s""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-147; no printed A-xxx assignment exists.
,artist_spotlight,Justin Timberlake,"{""artist_id"": 57, ""retained_genre_slugs"": [""pop"", ""rnb_soul""], ""spotify_artist_id"": ""31TPClRtHm23RisEBtV3X7""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-148; no printed A-xxx assignment exists.
,artist_spotlight,Katy Perry,"{""artist_id"": 50, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""6jJ0s89eD6GaHleKKya26X""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-149; no printed A-xxx assignment exists.
,artist_spotlight,Lady Gaga,"{""artist_id"": 36, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""1HY2Jd0NmPuamShAr6KMms""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-150; no printed A-xxx assignment exists.
,artist_spotlight,Lil Nas X,"{""artist_id"": 467, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""7jVv8c5Fj3E9VhNjxT4snq""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-151; no printed A-xxx assignment exists.
,artist_spotlight,Lionel Richie,"{""artist_id"": 7, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""3gMaNLQm7D9MornNILzdSl""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-152; no printed A-xxx assignment exists.
,artist_spotlight,Little Richard,"{""artist_id"": 557, ""retained_genre_slugs"": [""pop"", ""rnb_soul"", ""rock""], ""spotify_artist_id"": ""4xls23Ye9WR9yy3yYMpAMm""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-153; no printed A-xxx assignment exists.
,artist_spotlight,Madonna,"{""artist_id"": 4, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""6tbjWDEIzxoDsBA1FuhfPW""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-154; no printed A-xxx assignment exists.
,artist_spotlight,Mariah Carey,"{""artist_id"": 348, ""retained_genre_slugs"": [""pop"", ""rnb_soul""], ""spotify_artist_id"": ""4iHNK0tOyZPYnBU7nGAgpQ""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-155; no printed A-xxx assignment exists.
,artist_spotlight,Michael Jackson,"{""artist_id"": 3, ""retained_genre_slugs"": [""pop"", ""rnb_soul""], ""spotify_artist_id"": ""3fMbdgg4jU18AjLCKBhRSm""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-156; no printed A-xxx assignment exists.
,artist_spotlight,Rihanna,"{""artist_id"": 37, ""retained_genre_slugs"": [""pop"", ""rnb_soul""], ""spotify_artist_id"": ""5pKCCKE2ajJHZ9KAiaK11H""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-157; no printed A-xxx assignment exists.
,artist_spotlight,The Beatles,"{""artist_id"": 162, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""3WrFJ7ztbogyGnTHbHJFl2""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-158; no printed A-xxx assignment exists.
,artist_spotlight,The Platters,"{""artist_id"": 564, ""retained_genre_slugs"": [""pop"", ""rnb_soul""], ""spotify_artist_id"": ""6KWcxMWVNVIYbdOQyJtsSy""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-159; no printed A-xxx assignment exists.
,artist_spotlight,The Supremes,"{""artist_id"": 167, ""retained_genre_slugs"": [""pop"", ""rnb_soul""], ""spotify_artist_id"": ""57bUPid8xztkieZfS7OlEV""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-160; no printed A-xxx assignment exists.
,artist_spotlight,The Weeknd,"{""artist_id"": 422, ""retained_genre_slugs"": [""pop"", ""rnb_soul""], ""spotify_artist_id"": ""1Xyo4u8uXC1ZmMpatF05PJ""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-161; no printed A-xxx assignment exists.
,artist_spotlight,Whitney Houston,"{""artist_id"": 333, ""retained_genre_slugs"": [""pop"", ""rnb_soul""], ""spotify_artist_id"": ""6XpaIBNiVzIetEPCWDvAFP""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-162; no printed A-xxx assignment exists.
,artist_spotlight,Al Green,"{""artist_id"": 581, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""3dkbV4qihUeMsqN4vBGg93""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-163; no printed A-xxx assignment exists.
,artist_spotlight,Alicia Keys,"{""artist_id"": 54, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""3DiDSECUqqY1AuBP8qtaIa""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-164; no printed A-xxx assignment exists.
,artist_spotlight,Anita Baker,"{""artist_id"": 597, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""46CH1Gp8l8QVly8bpG9JFG""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-165; no printed A-xxx assignment exists.
,artist_spotlight,Boyz Ii Men,"{""artist_id"": 344, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""6O74knDqdv3XaWtkII7Xjp""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-166; no printed A-xxx assignment exists.
,artist_spotlight,Chris Brown,"{""artist_id"": 635, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""7bXgB6jMjp9ATFy66eO08Z""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-167; no printed A-xxx assignment exists.
,artist_spotlight,Commodores,"{""artist_id"": 592, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""6twIAGnYuIT1pncMAsXnEm""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-168; no printed A-xxx assignment exists.
,artist_spotlight,Destinys Child,"{""artist_id"": 608, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""1Y8cdNmUJH7yBTd9yOvr5i""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-169; no printed A-xxx assignment exists.
,artist_spotlight,Four Tops,"{""artist_id"": 182, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""7fIvjotigTGWqjIz6EP1i4""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-170; no printed A-xxx assignment exists.
,artist_spotlight,Gladys Knight,"{""artist_id"": 553, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""0TF2NxkJZPQoX1H53rEFM1""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-171; no printed A-xxx assignment exists.
,artist_spotlight,James Brown,"{""artist_id"": 166, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""7GaxyUddsPok8BuhxN6OUW""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-172; no printed A-xxx assignment exists.
,artist_spotlight,John Legend,"{""artist_id"": 452, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""5y2Xq6xcjJb2jVM54GHK3t""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-173; no printed A-xxx assignment exists.
,artist_spotlight,Mary J Blige,"{""artist_id"": 61, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""1XkoF8ryArs86LZvFOkbyr""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-174; no printed A-xxx assignment exists.
,artist_spotlight,Ne-Yo,"{""artist_id"": 626, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""21E3waRsmPlU7jZsS13rcj""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-175; no printed A-xxx assignment exists.
,artist_spotlight,Prince,"{""artist_id"": 281, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""5a2EaR3hamoenG9rDuVn8j""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-176; no printed A-xxx assignment exists.
,artist_spotlight,R Kelly,"{""artist_id"": 613, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""2mxe0TnaNL039ysAj51xPQ""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-177; no printed A-xxx assignment exists.
,artist_spotlight,Sade,"{""artist_id"": 602, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""47zz7sob9NUcODy0BTDvKx""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-178; no printed A-xxx assignment exists.
,artist_spotlight,Sam Cooke,"{""artist_id"": 552, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""6hnWRPzGGKiapVX1UCdEAC""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-179; no printed A-xxx assignment exists.
,artist_spotlight,The Drifters,"{""artist_id"": 559, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""1FqqOl9itIUpXr4jZPIVoT""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-180; no printed A-xxx assignment exists.
,artist_spotlight,The Isley Brothers,"{""artist_id"": 550, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""53QzNeFpzAaXYnrDBbDrIp""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-181; no printed A-xxx assignment exists.
,artist_spotlight,The Jackson 5,"{""artist_id"": 582, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""2iE18Oxc8YSumAU232n4rW""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-182; no printed A-xxx assignment exists.
,artist_spotlight,The Temptations,"{""artist_id"": 161, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""3RwQ26hR2tJtA8F9p2n7jG""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-183; no printed A-xxx assignment exists.
,artist_spotlight,Tina Turner,"{""artist_id"": 603, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""1zuJe6b1roixEKMOtyrEak""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-184; no printed A-xxx assignment exists.
,artist_spotlight,Usher,"{""artist_id"": 33, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""23zg3TcAtWQy7J6upgbUnj""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-185; no printed A-xxx assignment exists.
,artist_spotlight,AC/DC,"{""artist_id"": 1039, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""711MCceyCBcFnzjGY4Q7Un""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-186; no printed A-xxx assignment exists.
,artist_spotlight,Aerosmith,"{""artist_id"": 238, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""7Ey4PD4MYsKc5I2dolUwbH""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-187; no printed A-xxx assignment exists.
,artist_spotlight,Arctic Monkeys,"{""artist_id"": 1138, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""7Ln80lUS6He07XvHI8qqHH""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-188; no printed A-xxx assignment exists.
,artist_spotlight,Bo Diddley,"{""artist_id"": 1070, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""6OVkHZQP8QoBYqr1ejCGDv""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-189; no printed A-xxx assignment exists.
,artist_spotlight,Bon Jovi,"{""artist_id"": 280, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""58lV9VcRSjABbAbfWS6skp""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-190; no printed A-xxx assignment exists.
,artist_spotlight,Bruce Springsteen,"{""artist_id"": 495, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""3eqjTLE0HfPfh78zjh6TqT""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-191; no printed A-xxx assignment exists.
,artist_spotlight,Chuck Berry,"{""artist_id"": 562, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""293zczrfYafIItmnmM3coR""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-192; no printed A-xxx assignment exists.
,artist_spotlight,Coldplay,"{""artist_id"": 65, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""4gzpq5DPGxSnKTe4SA8HAU""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-193; no printed A-xxx assignment exists.
,artist_spotlight,Creedence Clearwater Revival,"{""artist_id"": 1093, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""3IYUhFvPQItj6xySrBmZkd""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-194; no printed A-xxx assignment exists.
,artist_spotlight,Def Leppard,"{""artist_id"": 297, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""6H1RjVyNruCmrBEWRbD0VZ""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-195; no printed A-xxx assignment exists.
,artist_spotlight,Eagles,"{""artist_id"": 222, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""0ECwFtbIWEVNwjlrfc6xoL""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-196; no printed A-xxx assignment exists.
,artist_spotlight,Fall Out Boy,"{""artist_id"": 1141, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""4UXqAaa6dQYAk18Lv7PEgX""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-197; no printed A-xxx assignment exists.
,artist_spotlight,Foo Fighters,"{""artist_id"": 83, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""7jy3rLJdDQY21OgRLCZ9sD""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-198; no printed A-xxx assignment exists.
,artist_spotlight,Green Day,"{""artist_id"": 70, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""7oPftvlwr6VrsViSDV7fJY""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-199; no printed A-xxx assignment exists.
,artist_spotlight,Guns N Roses,"{""artist_id"": 272, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""3qm84nBOXUEQ2vnTfUTTFC""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-200; no printed A-xxx assignment exists.
,artist_spotlight,Imagine Dragons,"{""artist_id"": 430, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""53XhwfbYqKCa1cC15pYq2q""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-201; no printed A-xxx assignment exists.
,artist_spotlight,Jerry Lee Lewis,"{""artist_id"": 1019, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""2zyz0VJqrDXeFDIyrfVXSo""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-202; no printed A-xxx assignment exists.
,artist_spotlight,Jimi Hendrix,"{""artist_id"": 175, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""776Uo845nYHJpNaStv1Ds4""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-203; no printed A-xxx assignment exists.
,artist_spotlight,Journey,"{""artist_id"": 279, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""0rvjqX7ttXeg3mTy8Xscbt""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-204; no printed A-xxx assignment exists.
,artist_spotlight,Led Zeppelin,"{""artist_id"": 236, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""36QJpDe2go2KgaRleHCDTp""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-205; no printed A-xxx assignment exists.
,artist_spotlight,Linkin Park,"{""artist_id"": 69, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""6XyY86QOPPrYVGvF9ch6wz""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-206; no printed A-xxx assignment exists.
,artist_spotlight,Machine Gun Kelly Blackbear,"{""artist_id"": 1168, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""6TIYQ3jFPwQSRmorSezPxX""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-207; no printed A-xxx assignment exists.
,artist_spotlight,Maneskin,"{""artist_id"": 1164, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""0lAWpj5szCSwM4rUMHYmrr""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-208; no printed A-xxx assignment exists.
,artist_spotlight,Metallica,"{""artist_id"": 370, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""2ye2Wgw4gimLv2eAKyk1NB""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-209; no printed A-xxx assignment exists.
,artist_spotlight,Mumford & Sons,"{""artist_id"": 439, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""3gd8FJtBJtkRxdfbTu19U2""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-210; no printed A-xxx assignment exists.
,artist_spotlight,Nirvana,"{""artist_id"": 334, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""6olE6TJLqED3rqDCT0FyPh""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-211; no printed A-xxx assignment exists.
,artist_spotlight,Paramore,"{""artist_id"": 1140, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""74XFHRwlV6OrjEM0A2NCMF""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-212; no printed A-xxx assignment exists.
,artist_spotlight,Pearl Jam,"{""artist_id"": 371, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""1w5Kfo2jwwIPruYS2UWh56""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-213; no printed A-xxx assignment exists.
,artist_spotlight,Phoebe Bridgers,"{""artist_id"": 1166, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""1r1uxoy19fzMxunt3ONAkG""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-214; no printed A-xxx assignment exists.
,artist_spotlight,Pink Floyd,"{""artist_id"": 248, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""0k17h0D3J5VfsdmQ1iZtE9""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-215; no printed A-xxx assignment exists.
,artist_spotlight,Queen,"{""artist_id"": 220, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""1dfeR4HaWDbWqFHLkxsg1d""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-216; no printed A-xxx assignment exists.
,artist_spotlight,Radiohead,"{""artist_id"": 341, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""4Z8W4fKeB5YxbusRsdQVPb""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-217; no printed A-xxx assignment exists.
,artist_spotlight,Red Hot Chili Peppers,"{""artist_id"": 71, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""0L8ExT028jH3ddEcZwqJJ5""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-218; no printed A-xxx assignment exists.
